state,statehouse_district_number,full_name,first,middle,surname,suffix,party_code,incumbent_status,withdrew_status,disqualified_status,notes,district_name,county_name,county,count,predicted_gender,gender_prob,party,pred.whi,pred.bla,pred.his,pred.asi,pred.oth,avg_white,avg_black,avg_his,avg_asi,avg_other,predicted_race,race_binary
MI,27,Frank A Tarnowski Jr,Frank,A,Tarnowski,Jr,100,0,1,0,NA,State House District 27,Wayne,163,679228,male,1,1,0.9637940701515545,0.0012190148608817897,0.008609856507315388,0.0012459731210808151,0.025131085359167523,0.9637940701515545,0.0012190148608817897,0.008609856507315388,0.0012459731210808151,0.025131085359167523,White,White
MI,28,Jamie Thompson,Jamie,NA,Thompson,NA,100,1,0,0,NA,State House District 28,Monroe,115,107043,male,0.66,1,0.8151918122562669,0.047187372213476166,0.006304287658953002,0.001085042190132023,0.1302314856811718,0.8151918122562669,0.047187372213476166,0.006304287658953002,0.001085042190132023,0.1302314856811718,White,White
MI,28,Joe DeSana,Joe,NA,DeSana,NA,100,0,1,0,NA,State House District 28,Monroe,115,724158,male,0.99,1,0.6170790568694878,0.19167246728362816,0.056471331489677624,0.0031962427519879053,0.13158090160521857,0.6170790568694878,0.19167246728362816,0.056471331489677624,0.0031962427519879053,0.13158090160521857,White,White
MI,28,Beth Ann Socia,Beth,Ann,Socia,NA,100,0,0,0,NA,State House District 28,Monroe,115,197155,female,1,1,0.9936934248820398,2.153294135620477e-5,2.773947566455792e-5,1.0654311883360512e-5,0.006246648389056064,0.9936934248820398,2.153294135620477e-5,2.773947566455792e-5,1.0654311883360512e-5,0.006246648389056064,White,White
MI,28,Janise O'Neil Robinson,Janise,NA,O'Neil Robinson,NA,200,0,0,0,NA,State House District 28,Monroe,115,1505,female,0.99,2,0.28565628751057615,0.5046825355565896,0.038319430233722945,0.0011919493425681371,0.17014979735654315,0.28565628751057615,0.5046825355565896,0.038319430233722945,0.0011919493425681371,0.17014979735654315,Black,Non-White
MI,29,James DeSana,James,NA,DeSana,NA,100,1,0,0,NA,State House District 29,Wayne,163,1458986,male,1,1,0.2563666961558613,0.6806182016375955,0.008035824793075902,0.004946293819209848,0.05003298359425749,0.2563666961558613,0.6806182016375955,0.008035824793075902,0.004946293819209848,0.05003298359425749,Black,Non-White
MI,29,Kyle Wright,Kyle,NA,Wright,NA,200,0,0,0,NA,State House District 29,Wayne,163,272309,male,0.99,2,0.4097672794545237,0.4582000361371112,0.006434852208929489,0.005984019178435581,0.1196138130210001,0.4097672794545237,0.4582000361371112,0.006434852208929489,0.005984019178435581,0.1196138130210001,Black,Non-White
MI,30,William Bruck,William,NA,Bruck,NA,100,1,0,0,NA,State House District 30,Monroe,115,915825,male,1,1,0.9744751190695352,0.0027645953858161576,0.004844529216761477,1.474763427767856e-4,0.017768279985110373,0.9744751190695352,0.0027645953858161576,0.004844529216761477,1.474763427767856e-4,0.017768279985110373,White,White
MI,30,Rick Kull,Rick,NA,Kull,NA,200,0,0,0,NA,State House District 30,Monroe,115,319578,male,1,2,0.9092122072332196,9.966283387954657e-4,0.014240894833577626,0.0063106716092157684,0.06923959798519147,0.9092122072332196,9.966283387954657e-4,0.014240894833577626,0.0063106716092157684,0.06923959798519147,White,White
MI,31,Reggie Miller,Reggie,NA,Miller,NA,200,1,0,0,NA,State House District 31,Monroe,115,8303,male,0.93,2,0.6735190360479988,0.1407647239030572,0.010862147320745233,0.0015366705610701022,0.17331742216712867,0.6735190360479988,0.1407647239030572,0.010862147320745233,0.0015366705610701022,0.17331742216712867,White,White
MI,31,Dale Biniecki,Dale,NA,Biniecki,NA,100,0,0,0,NA,State House District 31,Monroe,115,30591,male,0.93,1,0.9781000992613095,0.001004877378546016,0.0012657563438583466,5.727238375894396e-4,0.01905654317869676,0.9781000992613095,0.001004877378546016,0.0012657563438583466,5.727238375894396e-4,0.01905654317869676,White,White
MI,32,Jimmie Wilson Jr.,Jimmie,NA,Wilson,Jr.,200,1,0,0,NA,State House District 32,Washtenaw,161,4049,male,0.92,2,0.3192985614445626,0.5791247896540846,0.0016907836582354314,0.0034312929685585995,0.09645457227455877,0.3192985614445626,0.5791247896540846,0.0016907836582354314,0.0034312929685585995,0.09645457227455877,Black,Non-White
MI,32,James Chapman,James,NA,Chapman,NA,100,0,0,0,NA,State House District 32,Washtenaw,161,1458986,male,1,1,0.7286417975354055,0.16645112005160764,0.0029459986390140648,0.008360963886809134,0.09360011988716373,0.7286417975354055,0.16645112005160764,0.0029459986390140648,0.008360963886809134,0.09360011988716373,White,White
MI,32,Martin A Church,Martin,A,Church,NA,100,0,0,0,NA,State House District 32,Washtenaw,161,1077102,male,0.99,1,0.9235594569863229,0.016656753758149172,0.009674967097125422,0.0016059824077101937,0.048502839750692264,0.9235594569863229,0.016656753758149172,0.009674967097125422,0.0016059824077101937,0.048502839750692264,White,White
MI,32,Jonathan Hoover,Jonathan,NA,Hoover,NA,100,0,0,0,NA,State House District 32,Washtenaw,161,794909,male,1,1,0.7561847985590744,0.03547799960416602,0.03693564724509747,0.030419257315235093,0.14098229727642705,0.7561847985590744,0.03547799960416602,0.03693564724509747,0.030419257315235093,0.14098229727642705,White,White
MI,32,Ryan Sample,Ryan,NA,Sample,NA,300,0,0,0,Green Party,State House District 32,Washtenaw,161,645787,male,0.99,0,0.6331185863091402,0.16244855854381435,0.011527944618585815,0.02667781481671206,0.1662270957117477,0.6331185863091402,0.16244855854381435,0.011527944618585815,0.02667781481671206,0.1662270957117477,White,White
MI,33,Morgan Foreman,Morgan,NA,Foreman,NA,200,0,0,0,NA,State House District 33,Washtenaw,161,55305,male,0.64,2,0.6068336323132975,0.2061457836077552,0.004004134788770383,0.006654633305854413,0.1763618159843226,0.6068336323132975,0.2061457836077552,0.004004134788770383,0.006654633305854413,0.1763618159843226,White,White
MI,33,Rima Mohammad,Rima,NA,Mohammad,NA,200,0,0,0,NA,State House District 33,Washtenaw,161,49175,female,0.97,2,0.007066014753870932,0.00042764592830577257,2.569705026032505e-4,0.838668649543166,0.153580719272054,0.007066014753870932,0.00042764592830577257,2.569705026032505e-4,0.838668649543166,0.153580719272054,Asian,Non-White
MI,33,Alan L Dettling,Alan,L,Dettling,NA,100,0,1,0,NA,State House District 33,Washtenaw,161,513691,male,1,1,0.9734798306069578,3.112713091042986e-4,8.042190339247827e-4,0.003002819908453074,0.022401859141560104,0.9734798306069578,3.112713091042986e-4,8.042190339247827e-4,0.003002819908453074,0.022401859141560104,White,White
MI,33,Jason Rogers,Jason,NA,Rogers,NA,100,0,0,0,NA,State House District 33,Washtenaw,161,786241,male,1,1,0.6830247989331937,0.12894701581018447,0.015259007629418137,0.023689603474806767,0.1490795741523969,0.6830247989331937,0.12894701581018447,0.015259007629418137,0.023689603474806767,0.1490795741523969,White,White
MI,34,Nancy Jenkins-Arno,Nancy,NA,Jenkins-Arno,NA,100,0,0,0,NA,State House District 34,Lenawee,091,668231,female,1,1,0.8332304843969627,0.031447864050229986,0.04585448952408396,7.113544179675536e-4,0.08875580761075583,0.8332304843969627,0.031447864050229986,0.04585448952408396,7.113544179675536e-4,0.08875580761075583,White,White
MI,34,John E Dahlgren,John,E,Dahlgren,NA,200,0,0,0,NA,State House District 34,Lenawee,091,2692560,male,1,2,0.9902336260387004,9.765994577898789e-5,0.001556362362536335,1.7719457270207733e-5,0.008094632195714114,0.9902336260387004,9.765994577898789e-5,0.001556362362536335,1.7719457270207733e-5,0.008094632195714114,White,White
MI,35,Tom Matthew,Tom,NA,Matthew,NA,100,0,0,0,NA,State House District 35,Hillsdale,059,841896,male,0.99,1,0.6666442215020572,0.020107774105355802,0.005722768114793286,0.08359836427426988,0.22392687200352382,0.6666442215020572,0.020107774105355802,0.005722768114793286,0.08359836427426988,0.22392687200352382,White,White
MI,35,Adam K Stockford,Adam,K,Stockford,NA,100,0,0,0,NA,State House District 35,Hillsdale,059,832821,male,0.98,1,0.9850479782747638,6.772879050977166e-6,7.626813559584091e-6,5.5950219982567296e-5,0.014881671812643115,0.9850479782747638,6.772879050977166e-6,7.626813559584091e-6,5.5950219982567296e-5,0.014881671812643115,White,White
MI,35,Jennifer Wortz,Jennifer,NA,Wortz,NA,100,0,0,0,NA,State House District 35,Hillsdale,059,1101898,female,1,1,0.9626717220952321,2.5785669228441365e-4,0.006115296873708801,0.001878830551433794,0.029076293787340897,0.9626717220952321,2.5785669228441365e-4,0.006115296873708801,0.001878830551433794,0.029076293787340897,White,White
MI,35,Don Hicks,Don,NA,Hicks,NA,200,0,0,0,NA,State House District 35,Hillsdale,059,307854,male,0.99,2,0.8463390885464155,0.01501712798183727,7.661226411701264e-4,0.0014693603739738587,0.13640830045660335,0.8463390885464155,0.01501712798183727,7.661226411701264e-4,0.0014693603739738587,0.13640830045660335,White,White
MI,36,Steve Carra,Steve,NA,Carra,NA,100,1,0,0,NA,State House District 36,St. Joseph,149,864950,male,1,1,0.6744156450189707,0.0016372313889234118,0.22138170689127548,0.0060280628476554205,0.09653735385317502,0.6744156450189707,0.0016372313889234118,0.22138170689127548,0.0060280628476554205,0.09653735385317502,White,White
MI,36,Michael Malmborg,Michael,NA,Malmborg,NA,100,0,0,0,NA,State House District 36,St. Joseph,149,2530843,male,1,1,0.9204653090075682,0,0.024191818257586553,0,0.05534287273484534,0.9204653090075682,0,0.024191818257586553,0,0.05534287273484534,White,White
MI,36,Frank Perez,Frank,NA,Perez,NA,100,0,0,0,NA,State House District 36,St. Joseph,149,679228,male,1,1,0.02769843973897085,5.248149051945735e-4,0.96094827969167,0.0010868313932433614,0.009741634270921324,0.02769843973897085,5.248149051945735e-4,0.96094827969167,0.0010868313932433614,0.009741634270921324,Hispanic,Non-White
MI,36,Erin L Schultes,Erin,L,Schultes,NA,200,0,0,0,NA,State House District 36,St. Joseph,149,216130,female,0.99,2,0.9932731200111266,5.278982602686135e-5,2.7694783147103264e-4,9.650943441695429e-6,0.006387491387933898,0.9932731200111266,5.278982602686135e-5,2.7694783147103264e-4,9.650943441695429e-6,0.006387491387933898,White,White
MI,37,Brad Paquette,Brad,NA,Paquette,NA,100,1,0,0,NA,State House District 37,Berrien,021,195732,male,1,1,0.9254511802944848,0.0035849204864299876,0.0021805838676148995,0.0011734209093409505,0.06760989444212948,0.9254511802944848,0.0035849204864299876,0.0021805838676148995,0.0011734209093409505,0.06760989444212948,White,White
MI,37,Angela Jones,Angela,NA,Jones,NA,200,0,0,0,NA,State House District 37,Berrien,021,925931,female,1,2,0.2842118416174725,0.5974825461176333,0.017132043752613898,0.0020625384947561727,0.0991110300175242,0.2842118416174725,0.5974825461176333,0.017132043752613898,0.0020625384947561727,0.0991110300175242,Black,Non-White
MI,38,Joey Andrews,Joey,NA,Andrews,NA,200,1,0,0,NA,State House District 38,Berrien,021,59100,male,0.8,2,0.5997589906569548,0.24122737808473052,0.01844541801620265,0.010872220542222625,0.12969599269988943,0.5997589906569548,0.24122737808473052,0.01844541801620265,0.010872220542222625,0.12969599269988943,White,White
MI,38,George Lucas,George,NA,Lucas,NA,100,0,0,0,NA,State House District 38,Berrien,021,673079,male,0.99,1,0.563664800842381,0.26661635475774265,0.053403458373178454,0.008570794264350872,0.10774459176234709,0.563664800842381,0.26661635475774265,0.053403458373178454,0.008570794264350872,0.10774459176234709,White,White
MI,38,Kevin Whiteford,Kevin,NA,Whiteford,NA,100,0,0,0,NA,State House District 38,Berrien,021,1257153,male,1,1,0.813964746574791,0.006899689379864225,0.022941896484989052,0.02391781901532589,0.1322758485450298,0.813964746574791,0.006899689379864225,0.022941896484989052,0.02391781901532589,0.1322758485450298,White,White
MI,39,Pauline Wendzel,Pauline,NA,Wendzel,NA,100,1,0,0,NA,State House District 39,Van Buren,159,236053,female,0.99,1,1,0,0,0,0,1,0,0,0,0,White,White
MI,39,Richard Overton,Richard,NA,Overton,NA,100,0,0,0,NA,State House District 39,Van Buren,159,1163098,male,1,1,0.8009483497237414,0.04738748763728106,0.02539917239085834,5.044481362720988e-4,0.1257605421118471,0.8009483497237414,0.04738748763728106,0.02539917239085834,5.044481362720988e-4,0.1257605421118471,White,White
MI,39,Kerry Tapper,Kerry,NA,Tapper,NA,200,0,0,0,NA,State House District 39,Van Buren,159,32365,female,0.79,2,0.8473690874927264,0.05058538848246394,0.006051476682326014,4.7432558152204026e-4,0.09551972176096163,0.8473690874927264,0.05058538848246394,0.006051476682326014,4.7432558152204026e-4,0.09551972176096163,White,White
MI,39,Jared Polonowski,Jared,NA,Polonowski,NA,200,0,0,0,NA,State House District 39,Van Buren,159,105432,male,1,2,0.6716225142094405,0.06843200625781853,0.0797309706979683,0.0016477479573239987,0.17856676087744866,0.6716225142094405,0.06843200625781853,0.0797309706979683,0.0016477479573239987,0.17856676087744866,White,White
MI,40,Lisa Brayton,Lisa,NA,Brayton,NA,200,0,0,0,NA,State House District 40,Kalamazoo,077,990101,female,1,2,0.8477191811782492,0.044895674439659715,0.005524819101643969,0.009536418862070363,0.09232390641837683,0.8477191811782492,0.044895674439659715,0.005524819101643969,0.009536418862070363,0.09232390641837683,White,White
MI,40,Matt Longjohn,Matt,NA,Longjohn,NA,200,0,0,0,NA,State House District 40,Kalamazoo,077,484010,male,1,2,0.3941927584898969,0.02713312545932125,0.002622234608279579,0.013973385314009037,0.5620784961284934,0.3941927584898969,0.02713312545932125,0.002622234608279579,0.013973385314009037,0.5620784961284934,Other,Non-White
MI,40,Abby Wheeler,Abby,NA,Wheeler,NA,200,0,1,0,NA,State House District 40,Kalamazoo,077,77693,female,0.98,2,0.863958343673756,0.021921312993863056,0.007204506134241667,0.004306452897572172,0.10260938430056706,0.863958343673756,0.021921312993863056,0.007204506134241667,0.004306452897572172,0.10260938430056706,White,White
MI,40,Kelly Sackett,Kelly,NA,Sackett,NA,100,0,0,0,NA,State House District 40,Kalamazoo,077,194757,female,0.91,1,0.9164423928135268,0.0019635104895080963,0.008863968605234711,0.006323161844558409,0.06640696624717206,0.9164423928135268,0.0019635104895080963,0.008863968605234711,0.006323161844558409,0.06640696624717206,White,White
MI,41,Julie Rogers,Julie,NA,Rogers,NA,200,1,0,0,NA,State House District 41,Kalamazoo,077,754260,female,0.99,2,0.8281112590706301,0.042759433996085304,0.010408859800819056,0.009141340118699534,0.109579107013766,0.8281112590706301,0.042759433996085304,0.010408859800819056,0.009141340118699534,0.109579107013766,White,White
MI,41,Terry Haines,Terry,NA,Haines,NA,100,0,0,0,NA,State House District 41,Kalamazoo,077,89955,male,0.75,1,0.8431167006605883,0.08286981516233233,0.0012498462332434003,0.0018673076732557779,0.07089633027058018,0.8431167006605883,0.08286981516233233,0.0012498462332434003,0.0018673076732557779,0.07089633027058018,White,White
MI,41,Nicole C Sabel,Nicole,C,Sabel,NA,100,0,0,0,NA,State House District 41,Kalamazoo,077,760366,female,1,1,0.9555913836142423,9.760128984375243e-4,0.008440182665828678,0.0011503084049204627,0.033842112416570924,0.9555913836142423,9.760128984375243e-4,0.008440182665828678,0.0011503084049204627,0.033842112416570924,White,White
MI,41,Rafael Wolf,Rafael,NA,Wolf,NA,300,0,0,0,Libertarian Party,State House District 41,Kalamazoo,077,636453,male,1,0,0.14843845417746054,0.0038377420464488095,0.523044979952882,0.006864702915902196,0.3178141209073065,0.14843845417746054,0.0038377420464488095,0.523044979952882,0.006864702915902196,0.3178141209073065,Hispanic,Non-White
MI,42,Matt Hall,Matt,NA,Hall,NA,100,1,0,0,NA,State House District 42,Kalamazoo,077,484010,male,1,1,0.6701273180631365,0.0667105738277803,0.00503907799641567,0.0076373173862290065,0.2504857127264386,0.6701273180631365,0.0667105738277803,0.00503907799641567,0.0076373173862290065,0.2504857127264386,White,White
MI,42,Rich Cutshaw,Rich,NA,Cutshaw,NA,100,0,0,0,NA,State House District 42,Kalamazoo,077,114319,male,0.99,1,0.5410070754484652,0.002087126585595483,0.011742671428107365,0.035188609135096416,0.4099745174027356,0.5410070754484652,0.002087126585595483,0.011742671428107365,0.035188609135096416,0.4099745174027356,White,White
MI,42,Austin Marsman,Austin,NA,Marsman,NA,200,0,0,0,NA,State House District 42,Kalamazoo,077,138652,male,0.99,2,0.9372018996492988,0.019044400643273795,0.014011682686140534,0.002414957129238818,0.02732705989204801,0.9372018996492988,0.019044400643273795,0.014011682686140534,0.002414957129238818,0.02732705989204801,White,White
MI,43,Rachelle Smit,Rachelle,NA,Smit,NA,100,1,0,0,NA,State House District 43,Allegan,005,42027,female,0.99,1,0.7898455323760732,0.006927792009686228,0.020847721962948887,0.006574590268220223,0.17580436338307148,0.7898455323760732,0.006927792009686228,0.020847721962948887,0.006574590268220223,0.17580436338307148,White,White
MI,43,Danene Shumaker,Danene,NA,Shumaker,NA,200,0,0,0,NA,State House District 43,Allegan,005,222,female,1,2,0.9944864960204506,0.005513503979549421,0,0,0,0.9944864960204506,0.005513503979549421,0,0,0,White,White
MI,44,Jim Haadsma,Jim,NA,Haadsma,NA,200,1,0,0,NA,State House District 44,Calhoun,025,607340,male,1,2,0.43696735161918077,0.2842727630431977,0.04494548504699584,0.052946937321063064,0.18086746296956258,0.43696735161918077,0.2842727630431977,0.04494548504699584,0.052946937321063064,0.18086746296956258,White,White
MI,44,Steve Frisbie,Steve,NA,Frisbie,NA,100,0,0,0,NA,State House District 44,Calhoun,025,864950,male,1,1,0.7996603653425703,0.0023430225079758994,0.01777069717918004,0.013150241792634392,0.1670756731776394,0.7996603653425703,0.0023430225079758994,0.01777069717918004,0.013150241792634392,0.1670756731776394,White,White
MI,44,Alexander W Harris,Alexander,W,Harris,NA,100,0,0,0,NA,State House District 44,Calhoun,025,644339,male,1,1,0.7894753312225288,0.13889280479453678,0.0014267443775917749,6.773961508284381e-4,0.06952772345451415,0.7894753312225288,0.13889280479453678,0.0014267443775917749,6.773961508284381e-4,0.06952772345451415,White,White
MI,44,Just Shotts,Just,NA,Shotts,NA,100,0,0,0,NA,State House District 44,Calhoun,025,8870,male,0.61,1,0.2581991159387922,0.009055442125637265,0,0,0.7327454419355706,0.2581991159387922,0.009055442125637265,0,0,0.7327454419355706,Other,Non-White
MI,45,Sarah Lightner,Sarah,NA,Lightner,NA,100,1,0,0,NA,State House District 45,Calhoun,025,1283097,female,0.99,1,0.7347276932119404,0.11886500989335645,0.008808643477552919,0.0057862791020701085,0.1318123743150801,0.7347276932119404,0.11886500989335645,0.008808643477552919,0.0057862791020701085,0.1318123743150801,White,White
MI,45,Doug Murch,Doug,NA,Murch,NA,200,0,0,0,NA,State House District 45,Calhoun,025,185436,male,1,2,0.8431307422533638,0.0034099550502325175,0.0017091311567213857,0.01613307734815219,0.13561709419153015,0.8431307422533638,0.0034099550502325175,0.0017091311567213857,0.01613307734815219,0.13561709419153015,White,White
MI,46,Kathy Schmaltz,Kathy,NA,Schmaltz,NA,100,1,0,0,NA,State House District 46,Jackson,075,369756,female,1,1,0.9742930828879643,8.928200688393885e-4,0.0020316719950810593,0.002028876337595942,0.020753548710519397,0.9742930828879643,8.928200688393885e-4,0.0020316719950810593,0.002028876337595942,0.020753548710519397,White,White
MI,46,Daniel J Mahoney,Daniel,J,Mahoney,NA,200,0,0,0,NA,State House District 46,Jackson,075,2466344,male,0.99,2,0.9747193535541536,0.004666520367578525,0.0023731769244199016,1.8033351909239978e-4,0.018060615634755545,0.9747193535541536,0.004666520367578525,0.0023731769244199016,1.8033351909239978e-4,0.018060615634755545,White,White
MI,47,Carrie A Rheingans,Carrie,A,Rheingans,NA,200,1,0,0,NA,State House District 47,Washtenaw,161,120191,female,1,2,0.9933994949953506,0.0022442853426366542,5.696360509703131e-4,3.801260512449085e-4,0.003406457559797462,0.9933994949953506,0.0022442853426366542,5.696360509703131e-4,3.801260512449085e-4,0.003406457559797462,White,White
MI,47,Tammy May Keller,Tammy,May,Keller,NA,100,0,0,0,NA,State House District 47,Washtenaw,161,187619,female,0.99,1,0.9776164844775331,0.00974943158551978,4.9154786991147744e-5,0.0016675813223721364,0.010917347827583811,0.9776164844775331,0.00974943158551978,4.9154786991147744e-5,0.0016675813223721364,0.010917347827583811,White,White
MI,47,Teresa Spiegelberg,Teresa,NA,Spiegelberg,NA,100,0,0,0,NA,State House District 47,Washtenaw,161,543339,female,1,1,0.934351122259945,0,0.035537717858179795,0.012262083579747573,0.01784907630212769,0.934351122259945,0,0.035537717858179795,0.012262083579747573,0.01784907630212769,White,White
MI,47,Aaron Wright,Aaron,NA,Wright,NA,300,0,0,0,Green Party,State House District 47,Washtenaw,161,376518,male,1,0,0.4048801080007549,0.38928285369919435,0.0099159828295335,0.016027989484462307,0.17989306598605492,0.4048801080007549,0.38928285369919435,0.0099159828295335,0.016027989484462307,0.17989306598605492,White,White
MI,48,Jennifer A Conlin,Jennifer,A,Conlin,NA,200,1,0,0,NA,State House District 48,Washtenaw,161,1101898,female,1,2,0.9797092507759685,6.389180628625972e-4,0.003435974473755103,0.0031880796092724015,0.01302777707814149,0.9797092507759685,6.389180628625972e-4,0.003435974473755103,0.0031880796092724015,0.01302777707814149,White,White
MI,48,Tawn Beliger,Tawn,NA,Beliger,NA,100,0,0,0,NA,State House District 48,Washtenaw,161,62,female,0.56,1,0.24237183971637213,0.6054250748923812,0,0,0.1522030853912466,0.24237183971637213,0.6054250748923812,0,0,0.1522030853912466,Black,Non-White
MI,48,Brian Ignatowski,Brian,NA,Ignatowski,NA,100,0,0,0,NA,State House District 48,Washtenaw,161,860237,male,1,1,0.8714345158373098,0.003867250118348828,0.002357732264608204,0.030908106461072848,0.09143239531866033,0.8714345158373098,0.003867250118348828,0.002357732264608204,0.030908106461072848,0.09143239531866033,White,White
MI,48,Eric Borregard,Eric,NA,Borregard,NA,300,0,0,0,Green Party,State House District 48,Washtenaw,161,980705,male,1,0,0.35046804480465366,0.3810203984762866,0.07476044992764015,0.04587894068525807,0.14787216610616147,0.35046804480465366,0.3810203984762866,0.07476044992764015,0.04587894068525807,0.14787216610616147,Black,Non-White
MI,49,Ann Bollin,Ann,NA,Bollin,NA,100,1,0,0,NA,State House District 49,Livingston,093,362757,female,0.99,1,0.9600223429811164,0.002345320849262813,0.0034360037484279246,9.714347537384237e-4,0.03322489766745444,0.9600223429811164,0.002345320849262813,0.0034360037484279246,9.714347537384237e-4,0.03322489766745444,White,White
MI,49,Andy Wood,Andy,NA,Wood,NA,200,0,0,0,NA,State House District 49,Livingston,093,488123,male,0.96,2,0.7027852920614881,0.0028441847370703,0.05304037661259502,0.02867128419450159,0.21265886239434503,0.7027852920614881,0.0028441847370703,0.05304037661259502,0.02867128419450159,0.21265886239434503,White,White
MI,50,Robert Bezotte,Robert,NA,Bezotte,NA,100,1,0,0,NA,State House District 50,Livingston,093,1566661,male,1,1,0.9152769690386948,0,0,0.0026314688125527847,0.08209156214875236,0.9152769690386948,0,0,0.0026314688125527847,0.08209156214875236,White,White
MI,50,Kristina Lyke,Kristina,NA,Lyke,NA,100,0,0,0,NA,State House District 50,Livingston,093,196138,female,0.99,1,0.9230041845793404,0.0029328094334715726,0.014111167129208934,0.005783647100140917,0.05416819175783822,0.9230041845793404,0.0029328094334715726,0.014111167129208934,0.005783647100140917,0.05416819175783822,White,White
MI,50,Dominic Restuccia,Dominic,NA,Restuccia,NA,100,0,0,0,NA,State House District 50,Livingston,093,107611,male,0.99,1,0.9105232133559695,7.060952381937688e-4,0.016367272769200584,0.004679024891157667,0.06772439374547846,0.9105232133559695,7.060952381937688e-4,0.016367272769200584,0.004679024891157667,0.06772439374547846,White,White
MI,50,Jason Woolford,Jason,NA,Woolford,NA,100,0,0,0,NA,State House District 50,Livingston,093,786241,male,1,1,0.8419885386759577,0.013997608116761423,0.010326317165702118,0.00432065435979529,0.12936688168178342,0.8419885386759577,0.013997608116761423,0.010326317165702118,0.00432065435979529,0.12936688168178342,White,White
MI,50,Austin Breuer,Austin,NA,Breuer,NA,200,0,0,0,NA,State House District 50,Livingston,093,138652,male,0.99,2,0.9515321429082302,2.2382570201359077e-4,0.0026016497494327725,0.001236212856171424,0.0444061687841521,0.9515321429082302,2.2382570201359077e-4,0.0026016497494327725,0.001236212856171424,0.0444061687841521,White,White
MI,51,Matt Maddock,Matt,NA,Maddock,NA,100,1,0,0,NA,State House District 51,Oakland,125,484010,male,1,1,0.788285137573289,0.003995128597387047,0.004049102615728096,0.018311854510326582,0.18535877670326928,0.788285137573289,0.003995128597387047,0.004049102615728096,0.018311854510326582,0.18535877670326928,White,White
MI,51,Laura Vogel,Laura,NA,Vogel,NA,100,0,1,0,NA,State House District 51,Oakland,125,1745666,female,0.99,1,0.9150496338626452,0.0025717006138145345,0.03199782861963543,0.009949540083241603,0.040431296820663244,0.9150496338626452,0.0025717006138145345,0.03199782861963543,0.009949540083241603,0.040431296820663244,White,White
MI,51,Kevin Ziegler,Kevin,NA,Ziegler,NA,100,0,0,0,NA,State House District 51,Oakland,125,1257153,male,1,1,0.807738878568136,0.04720277273760711,0.020476049102555884,0.04620786755974458,0.07837443203195639,0.807738878568136,0.04720277273760711,0.020476049102555884,0.04620786755974458,0.07837443203195639,White,White
MI,51,Sarah May-Seward,Sarah,NA,May-Seward,NA,200,0,0,0,NA,State House District 51,Oakland,125,1283097,female,0.99,2,0.7623833339361665,0.07793211204885667,0.010884655758023722,0.04916438713132861,0.09963551112562449,0.7623833339361665,0.07793211204885667,0.010884655758023722,0.04916438713132861,0.09963551112562449,White,White
MI,51,Debbie Llewellyn,Debbie,NA,Llewellyn,NA,200,0,0,0,NA,State House District 51,Oakland,125,338942,female,1,2,0.7180256131942174,0.20411583365068567,0.013838472552629844,0.01886385932919402,0.04515622127327303,0.7180256131942174,0.20411583365068567,0.013838472552629844,0.01886385932919402,0.04515622127327303,White,White
MI,52,Mike Harris,Mike,NA,Harris,NA,100,1,0,0,NA,State House District 52,Oakland,125,1145946,male,1,1,0.2832511901450213,0.4418631662865722,0.026460413888838193,0.04921713974334851,0.19920808993621975,0.2832511901450213,0.4418631662865722,0.026460413888838193,0.04921713974334851,0.19920808993621975,Black,Non-White
MI,52,Caroline Dargay,Caroline,NA,Dargay,NA,200,0,0,0,NA,State House District 52,Oakland,125,482540,female,1,2,1,0,0,0,0,1,0,0,0,0,White,White
MI,53,Brenda Carter,Brenda,NA,Carter,NA,200,1,0,0,NA,State House District 53,Oakland,125,415320,female,1,2,0.3385611100655859,0.5929275802768018,0.013053384436412227,0.003122387161406818,0.05233553805979332,0.3385611100655859,0.5929275802768018,0.013053384436412227,0.003122387161406818,0.05233553805979332,Black,Non-White
MI,53,Melissa Schultz,Melissa,NA,Schultz,NA,100,0,0,0,NA,State House District 53,Oakland,125,645010,female,1,1,0.8926101419518065,0.006112741026857487,0.027833159028785266,0.01520481918404179,0.058239138808508895,0.8926101419518065,0.006112741026857487,0.027833159028785266,0.01520481918404179,0.058239138808508895,White,White
MI,54,Donni Steele,Donni,NA,Steele,NA,100,1,0,0,NA,State House District 54,Oakland,125,449,male,0.83,1,0.6815641242441234,0.17439716989335138,0.012052727440663408,0.05621007937610426,0.07577589904575754,0.6815641242441234,0.17439716989335138,0.012052727440663408,0.05621007937610426,0.07577589904575754,White,White
MI,54,Annette LeBaron,Annette,NA,LeBaron,NA,100,0,1,0,NA,State House District 54,Oakland,125,152510,female,1,1,0.7277187208440274,0.01576495590815471,0.1723352687107543,0.011346958292545515,0.07283409624451806,0.7277187208440274,0.01576495590815471,0.1723352687107543,0.011346958292545515,0.07283409624451806,White,White
MI,54,Shadia Martini,Shadia,NA,Martini,NA,200,0,0,0,NA,State House District 54,Oakland,125,8601,female,0.98,2,0.17582497569047958,0.029902776718693982,0.106819948664347,0.13544758122840242,0.552004717698077,0.17582497569047958,0.029902776718693982,0.106819948664347,0.13544758122840242,0.552004717698077,Other,Non-White
