state,statehouse_district_number,full_name,first_name,middle_name,last_name,suffix,party_code,notes,district_name,county_name,county_fips,count,predicted_gender,gender_prob
GA,86,Imani Barnes,Imani,NA,Barnes,NA,200,NA,State House District 86,DeKalb,089,2762,female,0.86
GA,87,Viola Davis,Viola,NA,Davis,NA,200,NA,State House District 87,DeKalb,089,59183,female,0.99
GA,88,Billy Mitchell,Billy,NA,Mitchell,NA,200,NA,State House District 88,DeKalb,089,162483,male,0.98
GA,89,Becky Evans,Becky,NA,Evans,NA,200,NA,State House District 89,DeKalb,089,157589,female,1
GA,90,Saira Draper,Saira,NA,Draper,NA,200,NA,State House District 90,DeKalb,089,17113,female,0.98
GA,91,Angela Moore,Angela,NA,Moore,NA,200,NA,State House District 91,Henry,151,925931,female,1
GA,92,Rhonda Taylor,Rhonda,NA,Taylor,NA,200,NA,State House District 92,Rockdale,247,99130,female,1
GA,93,Doreen Carter,Doreen,NA,Carter,NA,200,NA,State House District 93,Newton,217,60355,female,0.99
GA,94,Karen Bennett,Karen,NA,Bennett,NA,200,NA,State House District 94,Gwinnett,135,967037,female,0.99
GA,95,Dar'shun Kendrick,Dar'shun,NA,Kendrick,NA,200,NA,State House District 95,Rockdale,247,NA,NA,NA
GA,96,"Pedro ""Pete"" Marin",Pedro,Pete,Marin,NA,200,NA,State House District 96,Gwinnett,135,952299,male,0.99
GA,97,Ruwa Romman,Ruwa,NA,Romman,NA,200,NA,State House District 97,Gwinnett,135,79,female,0.58
GA,98,Marvin Lim,Marvin,NA,Lim,NA,200,NA,State House District 98,Gwinnett,135,134456,male,0.99
GA,99,Matt Reeves,Matt,NA,Reeves,NA,100,NA,State House District 99,Gwinnett,135,484010,male,1
GA,100,David Clark,David,NA,Clark,NA,100,NA,State House District 100,Gwinnett,135,3489607,male,1
GA,101,Gregg Kennard,Gregg,NA,Kennard,NA,200,NA,State House District 101,Gwinnett,135,31399,male,1
GA,102,Gabe Okoye,Gabe,NA,Okoye,NA,200,NA,State House District 102,Gwinnett,135,23740,male,0.99
GA,103,Soo Hong,Soo,NA,Hong,NA,100,NA,State House District 103,Gwinnett,135,11385,female,0.69
GA,104,Chuck Efstration,Chuck,NA,Efstration,NA,100,NA,State House District 104,Barrow,013,109325,male,1
GA,105,Farooq Mughal,Farooq,NA,Mughal,NA,200,NA,State House District 105,Gwinnett,135,25643,male,0.98
GA,106,Shelly Hutchinson,Shelly,NA,Hutchinson,NA,200,NA,State House District 106,Gwinnett,135,20492,female,0.97
GA,107,Sam Park,Sam,NA,Park,NA,200,NA,State House District 107,Gwinnett,135,645671,male,0.9
GA,108,Jasmine Clark,Jasmine,NA,Clark,NA,200,NA,State House District 108,Gwinnett,135,163228,female,0.99
GA,109,Dewey McClain,Dewey,NA,McClain,NA,200,NA,State House District 109,Gwinnett,135,4965,male,0.99
GA,110,Segun Adeyina,Segun,NA,Adeyina,NA,200,NA,State House District 110,Gwinnett,135,11383,male,0.98
GA,111,"Reynaldo ""Rey"" Martinez",Reynaldo,Rey,Martinez,NA,100,NA,State House District 111,Walton,297,45248,male,1
GA,112,Bruce Williamson,Bruce,NA,Williamson,NA,100,NA,State House District 112,Walton,297,217022,male,1
GA,113,Sharon Henderson,Sharon,NA,Henderson,NA,200,NA,State House District 113,Newton,217,489621,female,0.99
GA,114,Tim Fleming,Tim,NA,Fleming,NA,100,NA,State House District 114,Morgan,211,566116,male,1
GA,115,Regina Lewis-Ward,Regina,NA,Lewis-Ward,NA,200,NA,State House District 115,Henry,151,206407,female,0.99
GA,116,El-Mahdi Holly,El-Mahdi,NA,Holly,NA,200,NA,State House District 116,Henry,151,33,male,1
GA,117,Lauren Daniel,Lauren,NA,Daniel,NA,100,NA,State House District 117,Henry,151,353212,female,0.99
GA,118,Clint Crowe,Clint,NA,Crowe,NA,100,NA,State House District 118,Jasper,159,40347,male,1
GA,119,Holt Persinger,Holt,NA,Persinger,NA,100,NA,State House District 119,Barrow,013,877,male,0.97
GA,120,Houston Gaines,Houston,NA,Gaines,NA,100,NA,State House District 120,Jackson,157,4613,male,0.97
GA,121,Marcus Wiedower,Marcus,NA,Wiedower,NA,100,NA,State House District 121,Oconee,219,227322,male,1
GA,122,Spencer Frye,Spencer,NA,Frye,NA,100,NA,State House District 122,Clarke,059,17040,male,0.96
GA,123,Rob Leverett,Rob,NA,Leverett,NA,100,NA,State House District 123,Wilkes,317,362047,male,1
GA,124,Trey Rhodes,Trey,NA,Rhodes,NA,100,NA,State House District 124,Oglethorpe,221,27337,male,0.99
GA,125,Barry Fleming,Barry,NA,Fleming,NA,100,served until 01/09/2024,State House District 125,Columbia,073,180793,male,0.99
GA,125,Gary Richardson,Gary,NA,Richardson,NA,100,NA,State House District 125,Columbia,073,504588,male,1
GA,126,Gloria Frazier,Gloria,NA,Frazier,NA,200,NA,State House District 126,Burke,033,440764,female,0.99
GA,127,Mark Newton,Mark,NA,Newton,NA,100,NA,State House District 127,Columbia,073,1378167,male,1
GA,128,Mack Jackson,Mack,NA,Jackson,NA,200,NA,State House District 128,Washington,303,15091,male,0.97
GA,129,Karlton Howard,Karlton,NA,Howard,NA,200,NA,State House District 129,Richmond,245,639,male,1
GA,130,Lynn Heffner,Lynn,NA,Heffner,NA,200,NA,State House District 130,Richmond,245,54997,female,0.94
GA,131,Jodi Lott,Jodi,NA,Lott,NA,100,NA,State House District 131,Columbia,073,58753,female,0.99
GA,132,Brian Prince,Brian,NA,Prince,NA,200,NA,State House District 132,Jefferson,163,860237,male,1
GA,133,Ken Vance,Ken,NA,Vance,NA,100,NA,State House District 133,Jones,169,337251,male,0.99
GA,134,David Knight,David,NA,Knight,NA,100,NA,State House District 134,Monroe,207,3489607,male,1
GA,135,Beth Camp,Beth,NA,Camp,NA,100,NA,State House District 135,Upson,293,197155,female,1
GA,136,David Jenkins,David,NA,Jenkins,NA,100,NA,State House District 136,Meriwether,199,3489607,male,1
GA,137,Debbie Buckner,Debbie,NA,Buckner,NA,200,NA,State House District 137,Talbot,263,338942,female,1
GA,138,Vance Smith,Vance,NA,Smith,NA,100,NA,State House District 138,Harris,145,9100,male,0.99
GA,139,Carmen Rice,Carmen,NA,Rice,NA,100,NA,State House District 139,Harris,145,481673,female,0.99
GA,139,Richard Smith,Richard,NA,Smith,NA,100,served until 01/29/2024,State House District 139,Harris,145,1163098,male,1
GA,140,Tremaine Teddy Reese,Tremaine,Teddy,Reese,NA,200,NA,State House District 140,Muscogee,215,507,male,0.88
GA,141,Carolyn Hugley,Carolyn,NA,Hugley,NA,200,NA,State House District 141,Muscogee,215,174788,female,1
GA,142,Miriam Paris,Miriam,NA,Paris,NA,200,NA,State House District 142,Bibb,021,325549,female,0.99
GA,143,James Beverly,James,NA,Beverly,NA,200,NA,State House District 143,Bibb,021,1458986,male,1
GA,144,Dale Washburn,Dale,NA,Washburn,NA,100,NA,State House District 144,Monroe,207,30591,male,0.93
GA,145,Robert Dickey,Robert,NA,Dickey,NA,100,NA,State House District 145,Crawford,079,1566661,male,1
GA,146,Shaw Blackmon,Shaw,NA,Blackmon,NA,100,NA,State House District 146,Houston,153,1203,male,0.77
GA,147,Bethany Ballard,Bethany,NA,Ballard,NA,100,NA,State House District 147,Houston,153,56531,female,1
GA,148,Noel Williams Jr.,Noel,NA,Williams,Jr.,100,NA,State House District 148,Wilcox,315,53444,male,0.93
GA,149,Danny Mathis,Danny,NA,Mathis,NA,100,NA,State House District 149,Dodge,091,351403,male,0.96
GA,150,Patty Marie Stinson,Patty,Marie,Stinson,NA,200,NA,State House District 150,Macon,193,134081,female,0.99
GA,151,Mike Cheokas,Mike,NA,Cheokas,NA,100,NA,State House District 151,Stewart,259,1145946,male,1
GA,152,Bill Yearta,Bill,NA,Yearta,NA,100,NA,State House District 152,Worth,321,465128,male,1
GA,153,David Sampson,David,NA,Sampson,NA,200,NA,State House District 153,Dougherty,095,3489607,male,1
GA,154,Gerald Greene,Gerald,NA,Greene,NA,100,NA,State House District 154,Early,099,141168,male,1
GA,155,Matt Hatchett,Matt,NA,Hatchett,NA,100,NA,State House District 155,Laurens,175,484010,male,1
GA,156,Leesa Hagan,Leesa,NA,Hagan,NA,100,NA,State House District 156,Toombs,279,4674,female,1
GA,157,Bill Werkheiser,Bill,NA,Werkheiser,NA,100,NA,State House District 157,Tattnall,267,465128,male,1
GA,158,Butch Parrish,Butch,NA,Parrish,NA,100,NA,State House District 158,Emanuel,107,14357,male,0.99
GA,159,Jon Burns,Jon,NA,Burns,NA,100,NA,State House District 159,Screven,251,300528,male,0.99
GA,160,Lehman Franklin,Lehman,NA,Franklin,NA,100,NA,State House District 160,Bulloch,031,368,male,0.98
GA,161,Bill Hitchens,Bill,NA,Hitchens,NA,100,NA,State House District 161,Effingham,103,465128,male,1
GA,162,Carl Gilliard,Carl,NA,Gilliard,NA,200,NA,State House District 162,Chatham,051,211198,male,1
GA,163,Anne Allen Westbrook,Anne,Allen,Westbrook,NA,200,NA,State House District 163,Chatham,051,589293,female,0.99
GA,164,Ron Stephens,Ron,NA,Stephens,NA,100,NA,State House District 164,Bryan,029,314252,male,0.99
GA,165,Edna Jackson,Edna,NA,Jackson,NA,200,NA,State House District 165,Chatham,051,86272,female,1
GA,166,Jesse Petrea,Jesse,NA,Petrea,NA,100,NA,State House District 166,Chatham,051,181890,male,0.98
GA,167,Buddy DeLoach,Buddy,NA,DeLoach,NA,100,NA,State House District 167,McIntosh,191,17455,male,0.98
GA,168,Al Williams,Al,NA,Williams,NA,200,NA,State House District 168,Liberty,179,207276,male,0.94
GA,169,Clay Pirkle,Clay,NA,Pirkle,NA,100,NA,State House District 169,Coffee,069,29336,male,0.99
GA,170,Penny Houston,Penny,NA,Houston,NA,100,NA,State House District 170,Berrien,019,87275,female,0.99
GA,171,Joe Campbell,Joe,NA,Campbell,NA,100,NA,State House District 171,Decatur,087,724158,male,0.99
GA,172,Chas Cannon,Chas,NA,Cannon,NA,100,NA,State House District 172,Colquitt,071,5516,male,0.97
GA,173,Darlene Taylor,Darlene,NA,Taylor,NA,100,NA,State House District 173,Thomas,275,78646,female,1
GA,174,John Corbett,John,NA,Corbett,NA,100,NA,State House District 174,Clinch,065,2692560,male,1
GA,175,John LaHood,John,NA,LaHood,NA,100,NA,State House District 175,Brooks,027,2692560,male,1
GA,176,James Burchett,James,NA,Burchett,NA,100,NA,State House District 176,Atkinson,003,1458986,male,1
GA,177,Dexter Sharper,Dexter,NA,Sharper,NA,200,NA,State House District 177,Lowndes,185,26294,male,0.99
GA,178,Steven Meeks,Steven,NA,Meeks,NA,100,NA,State House District 178,Wayne,305,622799,male,1
GA,179,Rick Townsend,Rick,NA,Townsend,NA,100,NA,State House District 179,Glynn,127,319578,male,1
GA,180,Steven Sainz,Steven,NA,Sainz,NA,100,NA,State House District 180,Camden,039,622799,male,1
